1265,43,25,12,3
1267,5,36,0,6
1270,8,25,11,8
1283,16,10,4,2
1295,18,32,11,1
1297,25,34,17,9
1299,29,21,6,2
1300,30,21,1,6
1302,37,40,9,6
1308,43,15,5,0
1311,5,12,2,1
1318,8,36,7,5
1321,16,38,5,9
1326,18,39,9,8
1331,25,19,8,0
1339,29,22,10,1
1344,30,28,5,8
1347,37,10,5,3
1348,43,11,5,0
1353,5,25,0,7
1355,8,10,3,1
1362,16,36,3,12
1364,18,32,1,7
1365,25,34,9,11
1368,29,22,9,5
1370,30,18,1,3
1374,37,28,5,8
1378,43,40,12,7
1382,5,12,3,3
1386,8,28,2,7
1388,16,25,10,0
1396,18,32,2,9
1400,25,15,0,4
1401,29,11,3,3
1405,30,38,15,1
1407,37,18,4,1
1410,43,35,2,3
1413,5,29,1,7
1417,8,19,3,1
1418,16,23,10,5
1419,18,36,17,3
1426,25,22,3,4
1428,29,25,3,5
1445,30,22,7,2
1446,37,28,13,4
1447,43,24,3,5
1448,5,31,5,4
1450,8,30,15,8
1452,16,17,7,1
1453,18,39,12,7
1483,25,39,6,10
1486,29,29,8,3
1495,30,10,3,1
1496,37,38,17,9
1504,43,27,11,5
1506,5,22,9,5
1511,8,36,13,4
1512,16,33,9,10
1519,18,21,2,1
1526,25,15,4,3
1528,29,17,0,2
1544,30,24,10,0
1545,37,39,19,0
1547,43,15,2,0
1550,5,31,8,0
1556,8,12,5,3
1564,16,29,10,4
1567,18,21,2,7
1572,25,37,3,3
1584,29,37,16,5
1598,30,13,1,4
1600,37,24,6,3
1601,43,14,7,1
1605,5,21,9,1
1612,8,27,13,9
1614,16,39,16,1
1621,18,34,4,2
1623,25,30,14,3
1624,29,19,1,1
1625,30,25,7,2
1627,37,19,3,3
1631,43,34,9,0
1635,5,28,11,1
1642,8,21,7,4
1643,16,40,4,9
1648,18,17,0,0
1653,25,32,16,2
1656,29,14,3,0
1660,30,37,18,3
1662,37,30,0,3
1665,43,26,13,4
1677,5,25,11,2
1678,8,38,8,7
1679,16,23,8,1
1685,18,10,4,0
1706,25,24,7,0
1709,29,38,5,3
1718,30,27,4,8
1724,37,31,0,3
1725,43,18,4,5
1738,5,34,12,6
1739,8,12,1,3
1747,16,38,0,6
1749,18,11,0,1
1754,25,20,2,1
1756,29,12,3,2
1766,30,38,6,1
1777,37,39,0,12
1778,43,37,12,10
1780,5,34,6,3
1787,8,17,1,0
1788,16,31,13,9
1791,18,31,8,4
1792,25,16,0,4
1793,29,40,16,0
1798,30,11,1,2
1800,37,29,4,8
1801,43,14,2,4
1810,5,36,16,3
1811,8,35,7,9
1812,16,36,6,7
1815,18,14,2,3
1818,25,16,1,4
1820,29,23,8,7
1823,30,26,12,5
1825,37,23,2,4
1845,43,21,2,4
1846,5,30,8,10
1849,8,32,7,1
1861,16,30,14,8
1871,18,34,0,4
1879,25,18,5,0
1883,29,13,1,4
1888,30,18,2,1
1899,37,17,0,4
1900,43,32,14,7
1903,5,20,6,4
1913,8,28,13,2
1914,16,27,4,4
1915,18,33,6,8
1916,25,40,19,12
1923,29,27,9,3
1924,30,12,0,1
1927,37,37,5,12
1938,43,23,1,0
1942,5,20,2,1
1949,8,30,7,9
1955,16,17,0,1
1960,18,26,8,2
1961,25,33,15,3
1963,29,30,1,2
1973,30,19,9,3
1980,37,10,3,2
1984,43,24,5,2
1989,5,36,11,10
1991,8,37,9,11
1993,16,25,8,5
1995,18,33,14,2
2001,25,15,1,4
2003,29,11,0,1
2013,30,13,5,4
2016,37,37,9,1
2019,43,19,5,6
2024,5,25,2,0
2025,8,26,5,0
2027,16,15,0,0
2029,18,36,6,3
2038,25,22,8,6
2047,29,14,6,0
2052,30,19,7,5
2055,37,29,11,0
2057,43,28,7,7
2061,5,15,6,1
2065,8,24,3,6
2067,16,32,0,7
2068,18,17,0,1
2071,25,21,2,3
2075,29,14,0,1
2077,30,18,3,6
2084,37,12,5,1
2089,43,23,0,2
2091,5,19,3,0
2096,8,34,17,2
2107,16,29,13,6
2108,18,17,8,2
2113,25,22,2,1
2115,29,11,1,2
2120,30,14,6,1
2131,37,37,0,9
2132,43,15,0,3
2147,5,22,3,4
2148,8,37,10,8
2154,16,32,10,9
2159,18,10,4,3
2160,25,29,2,2
2161,29,31,13,0
2162,30,35,13,8
2163,37,17,0,0
2167,43,37,11,10
2171,5,25,1,2
2174,8,31,10,8
2178,16,28,2,3
2181,18,36,18,2
2183,25,26,8,3
2188,29,29,4,7
2198,30,14,0,3
2201,37,39,6,7
2202,43,29,4,8
2203,5,22,2,4
2209,8,33,14,11
2210,16,24,7,2
2211,18,16,2,4
2214,25,22,11,5
2217,29,22,11,1
2218,30,22,2,1
2220,37,13,2,2
2223,43,24,5,1
2225,5,17,4,1
2228,8,31,10,2
2230,16,40,0,12
2231,18,25,3,8
2232,25,40,7,1
2243,29,36,14,5
2244,30,25,9,5
2245,37,20,5,0
2247,43,39,5,6
2252,5,21,0,0
2254,8,27,11,1
2255,16,32,15,5
2265,18,29,8,7
2268,25,17,1,4
2274,29,28,3,8
2279,30,21,5,6
2281,37,29,7,6
2289,43,15,1,1
2293,5,25,8,4
2300,8,37,18,3
2305,16,36,6,12
2309,18,17,7,3
2311,25,19,3,4
2312,29,28,11,3
2316,30,37,7,2
2319,37,28,8,5
2326,43,28,7,9
2329,5,35,4,2
2332,8,15,0,4
2334,16,31,4,6
2342,18,31,13,0
2344,25,31,5,9
2346,29,37,1,4
2359,30,34,6,10
2360,37,20,3,1
2364,43,18,8,5
2367,5,31,0,7
2369,8,30,2,0
2371,16,20,1,6
2379,18,18,0,1
2384,25,29,4,4
2385,29,18,5,2
2390,30,32,3,10
2391,37,10,0,3
2392,43,37,15,2
2396,5,30,13,8
2399,8,32,2,1
2406,16,34,6,10
2407,18,22,3,4
2409,25,40,4,0
2410,29,20,8,2
2412,30,23,9,4
2414,37,26,13,8
2418,43,39,2,12
2423,5,23,3,2
2426,8,38,1,2
2429,16,26,8,6
2432,18,19,5,3
2442,25,26,4,7
2446,29,32,11,9
2448,30,37,2,4
2451,37,35,17,5
2454,43,27,2,5
2458,5,10,5,1
2459,8,19,7,4
2460,16,32,6,6
2462,18,35,11,4
2465,25,11,1,0
2466,29,23,3,5
2469,30,14,0,0
2470,37,20,2,2
2480,43,11,5,2
2483,5,27,10,4
2485,8,12,1,0
2486,16,21,0,6
2487,18,18,7,0
2489,25,14,3,0
2490,29,16,8,2
2493,30,38,17,7
2496,37,12,1,4
2500,43,33,2,5
2502,5,20,4,5
2508,8,37,16,3
2511,16,10,4,1
2512,18,13,6,4
2513,25,18,0,4
2519,29,23,5,4
2524,30,33,7,3
2532,37,29,3,3
2535,43,39,1,5
2538,5,33,12,1
2539,8,23,7,1
2541,16,12,3,3
2550,18,29,12,6
2553,25,29,7,9
2561,29,10,2,0
2565,30,28,11,2
2573,37,25,3,8
2579,43,30,13,10
2580,5,26,1,8
2584,8,20,0,1
2592,16,16,1,1
2595,18,17,2,5
2599,25,30,13,5
2601,29,24,4,0
2603,30,21,5,0
2605,37,24,9,3
2608,43,20,9,0
2611,5,17,7,1
2618,8,14,1,3
2620,16,14,2,2
2622,18,12,5,4
2623,25,22,3,1
2625,29,14,1,3
2626,30,34,2,11
2634,37,27,4,5
2637,43,35,17,5
2641,5,30,6,8
2646,8,38,15,6
2648,16,31,3,3
2650,18,22,8,0
2651,25,38,19,2
2652,29,29,4,7
2664,30,24,1,6
2679,37,34,12,7
2680,43,30,9,8
2681,5,33,9,0
2684,8,35,15,3
2685,16,33,2,10
2690,18,22,11,4
2691,25,38,13,10
2694,29,24,9,7
2710,30,22,4,5
2711,37,30,8,9
2720,43,24,6,7
2721,5,14,0,2
2722,8,38,2,5
2723,16,35,13,1
2725,18,34,6,1
2727,25,23,4,4
2738,29,33,2,3
2740,30,14,1,3
2741,37,20,3,6
2743,43,34,5,5
2749,5,32,4,8
2750,8,29,13,4
2753,16,14,1,2
2760,18,21,7,6
2768,25,36,8,9
2769,29,28,10,2
2771,30,15,4,4
2773,37,24,6,5
2774,43,27,5,9
2775,5,30,12,5
2776,8,13,4,4
2781,16,27,6,3
2793,18,20,4,5
2805,25,35,4,11
2807,29,34,13,9
2810,30,17,5,3
2820,37,36,7,4
2834,43,19,7,5
2835,5,35,7,9
2836,8,30,11,1
2838,16,18,0,4
2841,18,35,6,2
2843,25,21,2,0
2844,29,32,1,0
2846,30,37,15,6
2859,37,21,8,2
2861,43,38,6,9
2866,5,17,2,3
2870,8,33,6,6
2873,16,22,9,6
2878,18,35,16,8
2879,25,11,1,2
2888,29,39,1,10
2896,30,24,1,4
2899,37,34,7,5
2904,43,22,6,0
2908,5,23,4,7
2912,8,17,2,0
2914,16,37,11,0
2920,18,22,2,0
2921,25,21,6,6
2923,29,40,19,8
2924,30,27,5,6
2925,37,33,5,7
2931,43,23,7,7
2932,5,13,1,0
2934,8,31,11,7
2935,16,23,6,5
2936,18,21,3,3
2941,25,23,2,1
2943,29,29,2,1
2948,30,26,4,5
2949,37,19,9,0
2950,43,22,5,3
2951,5,36,13,8
2962,8,34,16,6
2963,16,24,9,6
2964,18,11,5,1
2966,25,11,2,1
2974,29,27,3,9
2976,30,33,15,7
2978,37,37,9,10
2979,43,15,2,1
2983,5,32,4,4
2985,8,16,0,1
2986,16,30,9,4
2988,18,25,5,2
2991,25,22,1,5
2992,29,30,10,6
2993,30,14,3,1
3000,37,22,3,2
3008,43,10,0,0
3011,5,33,3,7
3014,8,22,10,3
3020,16,38,8,9
3029,18,14,7,1
3030,25,12,0,1
3032,29,27,1,3
3034,30,31,10,2
3039,37,35,8,9
3045,43,33,8,11
3046,5,26,0,5
3049,8,36,15,8
3053,16,22,2,7
3061,18,35,1,5
3065,25,14,2,0
3066,29,15,1,0
3067,30,33,6,7
3086,37,32,0,10
3089,43,24,3,4
3098,5,14,2,1
3111,8,23,6,2
3115,16,29,14,6
3117,18,24,9,7
3126,25,10,4,1
3131,29,30,2,2
3133,30,34,12,4
3139,37,20,3,2
3142,43,36,4,4
3143,5,38,18,10
3147,8,40,3,0
3148,16,18,6,0
3152,18,40,19,2
3155,25,30,13,10
3175,29,28,14,7
3179,30,39,1,4
3180,37,28,12,4
3186,43,19,6,5
3187,5,23,11,0
3189,8,12,2,0
3191,16,34,3,4
3192,18,21,0,2
3195,25,12,3,2
3204,29,13,0,3
3206,30,22,7,5
3209,37,16,8,4
3211,43,17,0,4
3214,5,29,3,6
3218,8,16,8,5
3220,16,30,13,9
3226,18,37,8,1
3231,25,31,11,10
3241,29,10,3,2
3243,30,34,13,2
3244,37,15,0,5
3247,43,36,6,3
3253,5,16,4,0
3255,8,22,2,0
3256,16,25,2,8
3261,18,30,0,0
3265,25,10,3,2
3272,29,37,2,10
3276,30,10,5,1
3280,37,16,4,1
3283,43,31,13,10
3287,5,10,1,0
3288,8,34,10,9
3291,16,37,17,7
3294,18,22,1,6
3299,25,23,0,7
3303,29,28,4,2
3304,30,13,2,1
3308,37,13,5,4
3313,43,35,14,7
3314,5,25,6,2
3318,8,15,6,4
3319,16,28,13,0
3323,18,24,1,4
3346,25,15,4,0
3350,29,18,9,0
3358,30,19,5,1
3363,37,18,6,6
3365,43,34,2,0
3389,5,13,4,1
3393,8,20,7,3
3407,16,35,5,6
3409,18,39,8,4
3412,25,21,7,4
3416,29,34,10,2
3417,30,33,15,0
3427,37,33,12,1
3428,43,25,4,6
3431,5,15,6,2
3436,8,40,11,3
3453,16,38,19,1
3463,18,21,8,0
3479,25,21,5,4
3501,29,24,7,6
3502,30,39,3,8
3506,37,35,12,11
3507,43,29,11,2
3509,5,16,5,1
3510,8,23,8,0
3511,16,33,6,7
3512,18,34,10,6
3513,25,19,9,6
3514,29,19,7,1
3516,30,13,5,3
3518,37,36,11,1
3519,43,38,8,6
3522,5,20,4,0
3525,8,13,4,0
3526,16,22,2,4
3527,18,18,9,3
3532,25,39,7,6
3536,29,33,9,10
3538,30,27,0,9
3546,37,21,6,6
3552,43,34,10,5
3562,5,12,1,4
3566,8,35,11,5
3567,16,11,0,2
3570,18,24,4,3
3573,25,31,0,0
3581,29,35,0,0
3583,30,26,12,0
3584,37,17,0,0
3586,43,14,2,2
3588,5,13,6,0
3590,8,39,7,2
3592,16,37,18,0
3593,18,36,18,3
3598,25,25,7,0
3601,29,13,4,3
3602,30,31,10,2
3607,37,39,13,7
3610,43,11,4,3
3613,5,37,2,0
3617,8,33,13,1
3618,16,13,2,0
3621,18,12,1,0
3622,25,33,7,5
3624,29,33,16,5
3631,30,34,5,3
3636,37,11,3,2
3639,43,20,0,2
3644,5,32,14,2
3646,8,25,7,8
3647,16,27,3,2
3648,18,20,1,5
3652,25,30,12,7
3660,29,20,3,3
3663,30,18,1,5
3667,37,36,5,9
3668,43,13,2,4
3677,5,29,1,5
3681,8,32,14,10
3682,16,14,5,4
3684,18,30,14,1
3685,25,15,1,2
3687,29,18,6,4
3693,30,35,9,6
3694,37,26,8,8
3695,43,26,7,6
3700,5,21,8,5
3705,8,11,0,3
3711,16,33,9,6
3717,18,19,7,0
3719,25,26,8,2
3724,29,24,12,1
3725,30,39,13,5
3726,37,34,3,8
3731,43,22,10,1
3736,5,11,5,2
3741,8,40,20,3
3757,16,29,14,9
3761,18,24,6,6
3762,25,31,11,6
3764,29,17,6,5
3767,30,34,1,7
3769,37,11,2,1
3774,43,10,5,3
3775,5,12,0,0
3778,8,33,0,3
3779,16,26,7,8
3784,18,17,8,0
3792,25,18,0,5
3797,29,23,3,3
3799,30,29,6,5
3800,37,19,4,1
3808,43,14,7,0
3816,5,17,4,4
3819,8,25,5,8
3820,16,30,13,2
3821,18,15,1,4
3824,25,23,9,7
3825,29,32,4,7
3829,30,27,13,4
3830,37,19,0,1
3834,43,34,9,7
3836,5,20,1,3
3839,8,20,0,2
3843,16,39,12,3
3849,18,21,6,3
3850,25,39,1,9
3854,29,21,10,3
3856,30,33,8,8
3858,37,37,3,2
3859,43,38,0,7
3866,5,17,2,3
3870,8,16,5,3
3871,16,11,3,2
3874,18,14,2,4
3875,25,20,3,2
3895,29,15,1,5
3897,30,24,2,5
3898,37,40,17,3
3903,43,10,3,2
3907,5,30,15,8
3922,8,35,10,10
3923,16,37,10,4
3924,18,24,8,4
3925,25,21,6,6
3927,29,28,11,1
3931,30,28,13,6
3936,37,40,0,13
3940,43,20,7,5
3947,5,22,11,1
3960,8,29,14,8
3968,16,12,3,0
3969,18,27,8,7
3970,25,34,10,3
3971,29,19,9,6
3972,30,16,4,2
3977,37,18,8,1
3981,43,27,9,5
3982,5,26,4,0
3987,8,22,9,4
3990,16,21,4,2
3995,18,13,4,2
3997,25,31,7,3
3998,29,24,2,4
3999,30,13,1,2
4001,37,12,3,4
4002,43,11,5,2
4010,5,33,7,8
4014,8,35,15,8
4018,16,31,4,1
4035,18,24,8,8
4041,25,31,2,9
4042,29,15,2,4
4045,30,30,13,2
4046,37,10,1,3
4051,43,40,18,8
4057,5,36,13,9
4062,8,26,8,5
4071,16,12,3,1
4073,18,11,2,0
4074,25,21,10,7
4082,29,19,9,3
4094,30,35,11,9
4095,37,11,5,0
4097,43,28,10,9
4102,5,33,2,5
4105,8,25,7,3
4106,16,24,4,3
4114,18,10,0,2
4125,25,30,13,9
4132,29,39,5,1
4133,30,34,9,6
4140,37,27,7,9
4144,43,18,4,6
4145,5,11,2,3
4147,8,16,6,3
4151,16,31,0,2
4154,18,10,4,2
4163,25,40,17,12
4164,29,36,18,2
4167,30,28,3,8
4170,37,13,0,0
4171,43,28,5,4
4173,5,25,10,8
4176,8,23,3,2
4177,16,33,0,9
4192,18,15,5,0
4199,25,14,5,1
4201,29,39,13,11
4204,30,11,1,2
4205,37,39,19,3
4206,43,11,2,2
4210,5,33,3,2
4218,8,11,2,0
4236,16,23,9,5
4254,18,38,10,2
4256,25,19,5,5
4257,29,14,7,0
4259,30,24,7,1
4260,37,16,8,0
4266,43,21,7,2
4267,5,40,5,10
4272,8,19,5,2
4275,16,40,14,4
4291,18,20,5,3
4300,25,14,6,4
4304,29,23,1,5
4307,30,36,0,10
4311,37,32,6,6
4313,43,20,7,5
4316,5,21,5,1
4322,8,26,10,5
4326,16,29,5,4
4332,18,33,1,8
4336,25,35,14,11
4337,29,13,3,2
4339,30,29,8,3
4340,37,40,18,6
4342,43,39,12,1
4343,5,17,5,5
4344,8,31,1,1
4345,16,11,2,2
4346,18,16,6,3
4348,25,14,5,1
4351,29,30,7,5
4352,30,18,0,2
4356,37,12,5,2
4360,43,31,12,8
4372,5,15,7,2
4375,8,32,11,9
4378,16,28,8,9
4379,18,25,10,4
4380,25,16,7,5
4381,29,22,2,1
4392,30,25,9,5
4394,37,12,6,1
4396,43,39,5,5
4397,5,14,1,4
4398,8,36,10,4
4402,16,11,4,1
4403,18,18,4,6
4406,25,14,7,3
4411,29,13,4,1
4413,30,20,2,1
4416,37,20,8,6
4420,43,14,0,4
4430,5,32,9,1
4431,8,32,11,8
4438,16,38,17,12
4439,18,16,5,2
4449,25,24,1,2
4452,29,18,6,2
4454,30,29,13,7
4460,37,32,0,0
4466,43,34,9,10
4467,5,28,5,2
4473,8,12,5,1
4486,16,27,1,2
4489,18,11,4,2
4490,25,35,12,0
4494,29,35,14,7
4502,30,36,1,11
4506,37,32,14,3
4508,43,13,4,3
4509,5,23,1,5
4511,8,20,2,4
4512,16,38,0,5
4516,18,27,13,2
4519,25,16,5,5
4521,29,40,8,3
4526,30,39,13,5
4540,37,30,1,3
4543,43,25,1,4
4553,5,27,7,7
4554,8,17,7,3
4561,16,37,10,9
4565,18,39,5,10
4570,25,22,8,0
4574,29,33,15,11
4580,30,39,10,6
4583,37,29,12,7
4584,43,16,3,3
4587,5,25,6,6
4588,8,34,0,4
4592,16,31,8,7
4593,18,29,9,8
4605,25,26,13,1
4607,29,40,15,10
4616,30,35,4,7
4617,37,28,6,5
4618,43,14,2,0
4623,5,37,0,6
4624,8,22,9,6
4626,16,11,5,0
4630,18,33,5,5
4635,25,31,11,9
4636,29,24,2,0
4639,30,21,10,6
4641,37,20,4,0
4646,43,38,11,6
4647,5,32,16,4
4648,8,40,13,12
4650,16,28,4,1
4651,18,37,10,9
4652,25,39,4,1
4663,29,37,16,12
4665,30,10,2,3
4669,37,10,3,3
4671,43,17,7,0
4672,5,21,10,1
4675,8,15,3,3
4676,16,19,6,5
4679,18,33,4,10
4680,25,16,7,5
4682,29,18,8,2
4684,30,25,2,6
4686,37,27,7,4
4687,43,14,5,4
4688,5,28,8,6
4690,8,29,7,5
4706,16,25,2,6
4710,18,21,0,4
4714,25,17,6,1
4717,29,22,0,3
4719,30,16,8,2
4735,37,19,7,0
4739,43,15,6,4
4740,5,24,6,7
4741,8,37,5,1
4749,16,13,1,2
4750,18,35,5,0
4753,25,34,11,3
4756,29,13,0,3
4765,30,20,7,2
4769,37,33,1,1
4779,43,16,8,4
4780,5,22,10,1
4781,8,13,2,4
4785,16,31,13,3
4786,18,29,13,8
4801,25,12,5,1
4808,29,27,6,7
4814,30,22,9,4
4816,37,27,2,1
4823,43,14,6,3
4824,5,27,8,9
4835,8,39,0,12
4843,16,20,0,4
4847,18,14,3,1
4854,25,36,13,10
4856,29,22,7,5
4857,30,35,9,1
4859,37,19,2,0
4864,43,28,14,5
4869,5,37,17,4
4871,8,14,2,4
4884,16,29,2,9
4897,18,12,4,4
4900,25,18,3,5
4901,29,16,3,1
4902,30,40,8,9
4908,37,14,4,2
4918,43,25,10,2
4921,5,40,8,5
4924,8,19,4,2
4932,16,10,0,2
4936,18,22,0,2
4939,25,15,0,2
4940,29,21,7,0
4947,30,40,13,8
4958,37,33,11,1
4964,43,12,2,0
4966,5,34,16,9
4968,8,23,3,0
4974,16,37,15,5
4975,18,37,12,9
4980,25,32,0,4
4984,29,10,0,0
4994,30,39,16,10
5000,37,38,12,1
5003,43,22,3,1
5008,5,37,11,11
5016,8,37,4,5
5018,16,15,6,2
5027,18,32,9,5
5033,25,38,11,5
5036,29,40,11,8
5037,30,13,0,3
5039,37,40,12,0
5043,43,26,8,7
5050,5,16,8,0
5052,8,31,14,5
5055,16,26,2,7
5056,18,30,6,10
5059,25,35,10,3
5061,29,33,13,3
5064,30,10,2,2
5072,37,15,5,2
5074,43,12,3,0
5077,5,12,4,3
5079,8,17,8,4
5083,16,31,3,6
5084,18,28,2,4
5087,25,18,3,0
5089,29,24,7,8
5092,30,21,3,1
5094,37,14,1,3
5099,43,40,3,5
5100,5,36,12,12
5103,8,14,5,1
5106,16,31,2,9
5107,18,22,5,1
5108,25,20,6,1
5112,29,38,1,5
5118,30,39,2,12
5119,37,12,4,2
5122,43,20,10,4
5124,5,18,7,1
5127,8,13,3,4
5130,16,32,0,5
5131,18,27,2,4
5137,25,24,5,6
5139,29,20,4,2
5140,30,29,8,9
5143,37,27,3,3
5145,43,25,3,0
5146,5,16,8,2
5148,8,22,1,2
5149,16,14,5,1
5153,18,39,9,4
5157,25,18,2,3
5161,29,33,3,3
5166,30,40,12,12
5167,37,33,6,10
5169,43,32,14,2
5170,5,18,4,3
5176,8,33,6,0
5180,16,26,5,0
5188,18,10,2,3
5191,25,38,13,3
5195,29,18,0,5
5198,30,14,0,0
5199,37,19,3,3
5201,43,10,5,0
5202,5,14,4,1
5211,8,19,5,6
5212,16,28,8,3
5215,18,20,1,3
5221,25,31,11,6
5222,29,34,1,11
5227,30,18,8,2
5230,37,33,4,3
